id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date,days_to_bgc,days_to_vehicle_add,days_to_first_trip,started_driving
34274,Strark,android web,Paid,2016-01-12,2016-01-24,,,,,,12.0,,,0
34275,Berton,ios web,Referral,2016-01-19,2016-01-27,2016-02-07,Mazda,MAZDA3,2010.0,,8.0,19.0,,0
34276,Strark,ios web,Referral,2016-01-05,2016-01-06,2016-01-06,Toyota,Camry,2008.0,2016-01-16,1.0,1.0,11.0,1
34277,Berton,other,Organic,2016-01-26,2016-01-26,,,,,,0.0,,,0
34278,Berton,ios web,Referral,2016-01-11,,,,,,,,,,0
34279,Strark,other,Paid,2016-01-05,2016-01-05,,,,,,0.0,,,0
34280,Berton,android web,Organic,2016-01-09,2016-01-11,,,,,,2.0,,,0
34281,Strark,android web,Paid,2016-01-14,2016-01-18,2016-01-18,Jeep,Wrangler,2009.0,2016-02-04,4.0,4.0,21.0,1
34282,Berton,mac,Paid,2016-01-04,2016-01-05,2016-01-05,Subaru,Impreza,2014.0,2016-01-09,1.0,1.0,5.0,1
34283,Strark,android web,Paid,2016-01-14,2016-01-16,,,,,,2.0,,,0
34284,Strark,ios web,Paid,2016-01-28,,,,,,,,,,0
34285,Strark,windows,Paid,2016-01-25,,,,,,,,,,0
34286,Wrouver,android web,Organic,2016-01-29,2016-01-30,,,,,,1.0,,,0
34287,Wrouver,other,Paid,2016-01-28,2016-01-31,2016-01-31,Lexus,GX,2012.0,2016-02-04,3.0,3.0,7.0,1
34288,Strark,ios web,Referral,2016-01-25,2016-02-04,2016-02-18,Lexus,ES,2014.0,,10.0,24.0,,0
34289,Berton,mac,Referral,2016-01-20,2016-02-03,,,,,,14.0,,,0
34290,Strark,ios web,Referral,2016-01-12,2016-01-25,2016-02-06,Honda,Accord,2013.0,,13.0,25.0,,0
34291,Strark,android web,Paid,2016-01-05,2016-01-30,2016-02-18,Nissan,Altima,2015.0,,25.0,44.0,,0
34292,Strark,android web,Paid,2016-01-05,2016-02-03,,,,,,29.0,,,0
34293,Wrouver,ios web,Referral,2016-01-16,2016-01-25,2016-01-30,Nissan,Sentra,2014.0,2016-01-30,9.0,14.0,14.0,1
34294,Strark,windows,Referral,2016-01-22,2016-01-27,2016-01-27,Honda,Civic,2014.0,2016-01-27,5.0,5.0,5.0,1
34295,Berton,mac,Referral,2016-01-22,2016-01-22,2016-01-25,Nissan,LEAF,2015.0,2016-01-28,0.0,3.0,6.0,1
34296,Berton,android web,Paid,2016-01-12,,,,,,,,,,0
34297,Wrouver,ios web,Referral,2016-01-02,2016-01-20,,,,,,18.0,,,0
34298,Strark,ios web,Organic,2016-01-14,2016-01-18,2016-01-22,Nissan,Sentra,2014.0,2016-01-22,4.0,8.0,8.0,1
34299,Strark,ios web,Organic,2016-01-05,2016-01-18,2016-02-22,Toyota,Sienna,2013.0,,13.0,48.0,,0
34300,Berton,ios web,Referral,2016-01-06,2016-01-23,2016-01-23,Dodge,Dart,2014.0,2016-01-30,17.0,17.0,24.0,1
34301,Strark,,Referral,2016-01-07,,,,,,,,,,0
34302,Berton,android web,Paid,2016-01-05,2016-01-17,,,,,,12.0,,,0
34303,Strark,ios web,Paid,2016-01-07,2016-02-01,,,,,,25.0,,,0
34304,Berton,mac,Paid,2016-01-06,2016-01-11,,,,,,5.0,,,0
34305,Strark,windows,Paid,2016-01-29,2016-02-17,,,,,,19.0,,,0
34306,Berton,mac,Paid,2016-01-07,2016-01-26,,,,,,19.0,,,0
34307,Strark,windows,Paid,2016-01-27,2016-01-27,,,,,,0.0,,,0
34308,Berton,ios web,Paid,2016-01-06,2016-01-19,,,,,,13.0,,,0
34309,Berton,mac,Referral,2016-01-27,2016-01-30,2016-01-31,Mercedes-Benz,C-Class,2011.0,2016-01-31,3.0,4.0,4.0,1
34310,Strark,windows,Organic,2016-01-21,2016-01-23,2016-02-24,Honda,Civic,2013.0,,2.0,34.0,,0
34311,Strark,ios web,Paid,2016-01-05,2016-01-07,,,,,,2.0,,,0
34312,Berton,android web,Paid,2016-01-10,,,,,,,,,,0
34313,Strark,android web,Referral,2016-01-16,2016-02-26,,,,,,41.0,,,0
34314,Strark,android web,Referral,2016-01-11,2016-01-12,2016-02-01,Toyota,Avalon,2001.0,2016-02-01,1.0,21.0,21.0,1
34315,Strark,android web,Referral,2016-01-07,2016-01-18,,,,,,11.0,,,0
34316,Berton,,Organic,2016-01-19,,,,,,,,,,0
34317,Strark,ios web,Referral,2016-01-26,2016-02-09,,,,,,14.0,,,0
34318,Berton,android web,Paid,2016-01-30,2016-02-12,,,,,,13.0,,,0
34319,Wrouver,windows,Referral,2016-01-22,2016-01-25,2016-01-28,Kia,Sorento,2013.0,2016-01-30,3.0,6.0,8.0,1
34320,Strark,ios web,Referral,2016-01-01,2016-02-08,,,,,,38.0,,,0
34321,Strark,windows,Referral,2016-01-22,2016-02-19,,,,,,28.0,,,0
34322,Strark,android web,Paid,2016-01-22,2016-01-27,,,,,,5.0,,,0
34323,Strark,ios web,Paid,2016-01-22,2016-01-25,2016-01-31,Mitsubishi,Lancer,2010.0,,3.0,9.0,,0
34324,Strark,mac,Referral,2016-01-03,2016-02-05,2016-02-09,Infiniti,FX,2008.0,,33.0,37.0,,0
34325,Strark,other,Organic,2016-01-21,2016-02-04,,,,,,14.0,,,0
34326,Strark,,Referral,2016-01-04,,,,,,,,,,0
34327,Strark,ios web,Referral,2016-01-09,2016-01-10,2016-01-14,Infiniti,G Sedan,2009.0,2016-01-30,1.0,5.0,21.0,1
34328,Strark,mac,Referral,2016-01-06,2016-01-07,2016-01-08,Mazda,MAZDA3,2006.0,2016-01-17,1.0,2.0,11.0,1
34329,Berton,android web,Organic,2016-01-10,2016-01-15,,,,,,5.0,,,0
34330,Strark,other,Organic,2016-01-22,2016-01-27,,,,,,5.0,,,0
34331,Strark,android web,Paid,2016-01-20,2016-01-28,,,,,,8.0,,,0
34332,Berton,android web,Referral,2016-01-26,2016-02-13,,,,,,18.0,,,0
34333,Berton,mac,Referral,2016-01-09,2016-01-31,,,,,,22.0,,,0
34334,Strark,windows,Referral,2016-01-09,2016-02-17,,,,,,39.0,,,0
34335,Berton,ios web,Organic,2016-01-17,2016-02-02,,,,,,16.0,,,0
34336,Strark,ios web,Referral,2016-01-17,2016-01-26,,,,,,9.0,,,0
34337,Strark,android web,Referral,2016-01-13,,,,,,,,,,0
34338,Strark,ios web,Referral,2016-01-06,2016-01-27,,,,,,21.0,,,0
34339,Strark,,Referral,2016-01-09,,,,,,,,,,0
34340,Berton,android web,Paid,2016-01-26,,,,,,,,,,0
34341,Strark,other,Paid,2016-01-08,2016-01-12,2016-01-24,Acura,TL,2006.0,2016-02-06,4.0,16.0,29.0,1
34342,Berton,ios web,Organic,2016-01-30,2016-02-08,2016-02-09,Toyota,Camry,2010.0,2016-02-09,9.0,10.0,10.0,1
34343,Strark,ios web,Referral,2016-01-22,2016-01-22,2016-01-23,Honda,Accord,2014.0,,0.0,1.0,,0
34344,Strark,android web,Paid,2016-01-02,2016-01-11,2016-02-16,Chrysler,Town and Country,2001.0,,9.0,45.0,,0
34345,Strark,ios web,Paid,2016-01-09,,,,,,,,,,0
34346,Strark,other,Organic,2016-01-10,,,,,,,,,,0
34347,Strark,ios web,Paid,2016-01-23,2016-01-28,,,,,,5.0,,,0
34348,Strark,,Organic,2016-01-21,,,,,,,,,,0
34349,Strark,mac,Paid,2016-01-05,2016-01-14,,,,,,9.0,,,0
34350,Berton,mac,Paid,2016-01-25,2016-01-29,2016-01-31,Mercedes-Benz,E-Class,2014.0,,4.0,6.0,,0
34351,Strark,,Referral,2016-01-29,,,,,,,,,,0
34352,Berton,ios web,Paid,2016-01-11,2016-01-27,2016-02-21,Hyundai,Elantra,2013.0,,16.0,41.0,,0
34353,Strark,android web,Organic,2016-01-08,,,,,,,,,,0
34354,Berton,other,Referral,2016-01-09,2016-01-23,,,,,,14.0,,,0
34355,Strark,windows,Organic,2016-01-05,2016-01-09,2016-01-12,Mazda,MAZDA3,2015.0,2016-01-14,4.0,7.0,9.0,1
34356,Strark,ios web,Referral,2016-01-04,2016-01-06,2016-01-06,Honda,Accord,2007.0,2016-01-06,2.0,2.0,2.0,1
34357,Wrouver,other,Paid,2016-01-29,2016-02-12,,,,,,14.0,,,0
34358,Strark,ios web,Referral,2016-01-13,2016-01-18,2016-01-20,Toyota,Corolla,2015.0,2016-01-21,5.0,7.0,8.0,1
34359,Berton,ios web,Referral,2016-01-03,2016-01-03,,,,,,0.0,,,0
34360,Strark,ios web,Organic,2016-01-07,2016-01-08,2016-01-12,Chevrolet,Equinox,2008.0,2016-01-21,1.0,5.0,14.0,1
34361,Strark,windows,Organic,2016-01-06,2016-02-21,,,,,,46.0,,,0
34362,Berton,ios web,Referral,2016-01-19,2016-01-19,2016-01-19,Toyota,Camry,2016.0,2016-01-22,0.0,0.0,3.0,1
34363,Strark,ios web,Organic,2016-01-25,2016-01-31,,,,,2016-02-14,6.0,,20.0,1
34364,Berton,windows,Paid,2016-01-25,,,,,,,,,,0
34365,Wrouver,ios web,Referral,2016-01-29,2016-01-29,2016-01-30,Honda,CR-V,2015.0,2016-02-04,0.0,1.0,6.0,1
34366,Strark,windows,Referral,2016-01-04,2016-01-05,2016-01-06,Toyota,Prius C,2015.0,2016-01-09,1.0,2.0,5.0,1
34367,Strark,android web,Paid,2016-01-02,2016-01-03,2016-01-06,Toyota,Corolla,2016.0,2016-01-09,1.0,4.0,7.0,1
34368,Strark,other,Referral,2016-01-16,2016-01-19,2016-01-21,Toyota,Prius V,2011.0,,3.0,5.0,,0
34369,Strark,android web,Paid,2016-01-18,2016-02-07,,,,,,20.0,,,0
34370,Wrouver,windows,Paid,2016-01-07,2016-01-17,,,,,,10.0,,,0
34371,Berton,ios web,Referral,2016-01-21,2016-02-17,2016-02-20,Nissan,Altima,2011.0,,27.0,30.0,,0
34372,Berton,other,Paid,2016-01-13,2016-01-20,,,,,,7.0,,,0
34373,Berton,windows,Paid,2016-01-13,2016-01-30,,,,,,17.0,,,0
34374,Berton,windows,Paid,2016-01-17,2016-01-28,2016-02-02,Chevrolet,Traverse,2013.0,2016-02-15,11.0,16.0,29.0,1
34375,Berton,windows,Paid,2016-01-24,,,,,,,,,,0
34376,Strark,android web,Paid,2016-01-23,2016-01-24,,,,,,1.0,,,0
34377,Strark,ios web,Referral,2016-01-23,2016-01-24,,,,,,1.0,,,0
34378,Strark,android web,Organic,2016-01-26,2016-02-25,,,,,,30.0,,,0
34379,Strark,ios web,Referral,2016-01-15,,,,,,,,,,0
34380,Strark,mac,Referral,2016-01-26,,,,,,,,,,0
34381,Strark,android web,Paid,2016-01-19,2016-01-31,,,,,,12.0,,,0
34382,Strark,android web,Referral,2016-01-01,2016-01-10,,,,,,9.0,,,0
34383,Strark,ios web,Paid,2016-01-25,2016-02-05,,,,,,11.0,,,0
34384,Berton,android web,Paid,2016-01-04,2016-01-31,,,,,,27.0,,,0
34385,Wrouver,android web,Paid,2016-01-04,2016-01-07,2016-02-18,Chrysler,PT Cruiser,2006.0,,3.0,45.0,,0
34386,Wrouver,mac,Referral,2016-01-05,,,,,,,,,,0
34387,Strark,,Referral,2016-01-13,2016-01-22,2016-01-27,Honda,Civic,2016.0,2016-02-09,9.0,14.0,27.0,1
34388,Strark,windows,Referral,2016-01-02,2016-01-17,2016-01-27,Honda,Civic,2014.0,,15.0,25.0,,0
34389,Berton,ios web,Referral,2016-01-10,2016-01-11,2016-01-14,Ford,Fusion,2014.0,,1.0,4.0,,0
34390,Strark,ios web,Referral,2016-01-24,2016-02-07,2016-02-10,Chevrolet,Malibu,2012.0,2016-02-12,14.0,17.0,19.0,1
34391,Berton,ios web,Organic,2016-01-11,,,,,,,,,,0
34392,Strark,ios web,Paid,2016-01-02,2016-02-01,,,,,,30.0,,,0
34393,Strark,ios web,Referral,2016-01-11,2016-01-16,,,,,,5.0,,,0
34394,Berton,,Referral,2016-01-03,2016-01-13,2016-02-23,BMW,X1,2015.0,,10.0,51.0,,0
34395,Berton,mac,Paid,2016-01-07,2016-02-03,,,,,,27.0,,,0
34396,Strark,,Organic,2016-01-28,2016-02-01,2016-02-07,Nissan,Sentra,2014.0,,4.0,10.0,,0
34397,Berton,windows,Organic,2016-01-02,2016-01-05,2016-01-14,Toyota,Corolla,2014.0,2016-01-15,3.0,12.0,13.0,1
34398,Strark,android web,Paid,2016-01-01,2016-02-13,,,,,,43.0,,,0
34399,Strark,android web,Referral,2016-01-03,2016-01-29,2016-02-04,Kia,Forte,2016.0,,26.0,32.0,,0
34400,Berton,ios web,Referral,2016-01-28,2016-01-30,2016-01-31,Mazda,MAZDA3,2010.0,2016-02-09,2.0,3.0,12.0,1
34401,Strark,ios web,Referral,2016-01-06,2016-01-08,2016-01-09,Chevrolet,Cruze,2014.0,2016-01-12,2.0,3.0,6.0,1
34402,Berton,ios web,Referral,2016-01-11,2016-01-11,2016-01-16,Ford,Explorer,2012.0,2016-01-16,0.0,5.0,5.0,1
34403,Strark,android web,Referral,2016-01-28,2016-01-30,2016-02-01,Lexus,GS,2001.0,,2.0,4.0,,0
34404,Berton,android web,Referral,2016-01-21,,,,,,,,,,0
34405,Berton,windows,Paid,2016-01-18,2016-02-02,,,,,,15.0,,,0
34406,Wrouver,windows,Paid,2016-01-11,2016-01-21,,,,,,10.0,,,0
34407,Strark,android web,Paid,2016-01-22,,,,,,,,,,0
34408,Wrouver,android web,Paid,2016-01-29,2016-01-30,,,,,,1.0,,,0
34409,Strark,android web,Referral,2016-01-09,2016-01-29,2016-02-13,Volkswagen,CC,2009.0,,20.0,35.0,,0
34410,Strark,ios web,Referral,2016-01-10,2016-01-16,2016-01-21,Toyota,Corolla,2015.0,,6.0,11.0,,0
34411,Berton,mac,Paid,2016-01-10,2016-01-12,,,,,,2.0,,,0
34412,Strark,ios web,Paid,2016-01-11,2016-01-31,,,,,,20.0,,,0
34413,Wrouver,windows,Paid,2016-01-09,2016-01-23,,,,,,14.0,,,0
34414,Strark,ios web,Referral,2016-01-05,2016-02-02,2016-02-09,Honda,Civic,2015.0,,28.0,35.0,,0
34415,Wrouver,ios web,Paid,2016-01-17,,,,,,,,,,0
34416,Strark,,Referral,2016-01-07,,,,,,,,,,0
34417,Strark,ios web,Referral,2016-01-21,2016-01-29,2016-01-29,Hyundai,Tucson,2008.0,,8.0,8.0,,0
34418,Strark,mac,Paid,2016-01-18,,,,,,,,,,0
34419,Strark,mac,Organic,2016-01-11,,,,,,,,,,0
34420,Strark,android web,Paid,2016-01-16,,,,,,,,,,0
34421,Strark,android web,Organic,2016-01-09,2016-01-10,,,,,,1.0,,,0
34422,Strark,,Organic,2016-01-18,,,,,,,,,,0
34423,Strark,,Referral,2016-01-21,2016-01-24,2016-01-24,Chevrolet,Malibu,2013.0,2016-02-03,3.0,3.0,13.0,1
34424,Strark,,Referral,2016-01-11,2016-01-11,,,,,,0.0,,,0
34425,Berton,ios web,Paid,2016-01-10,,,,,,,,,,0
34426,Strark,android web,Organic,2016-01-25,2016-02-18,,,,,,24.0,,,0
34427,Strark,,Referral,2016-01-07,2016-01-15,,,,,,8.0,,,0
34428,Strark,android web,Referral,2016-01-14,2016-01-15,2016-01-17,Chevrolet,Spark,2015.0,2016-01-17,1.0,3.0,3.0,1
34429,Strark,,Referral,2016-01-06,2016-01-28,2016-02-03,Audi,A6,2015.0,,22.0,28.0,,0
34430,Strark,ios web,Paid,2016-01-24,2016-02-11,,,,,,18.0,,,0
34431,Strark,other,Referral,2016-01-13,2016-01-26,2016-01-29,Toyota,4Runner,2006.0,,13.0,16.0,,0
34432,Berton,other,Paid,2016-01-24,2016-02-01,2016-02-16,Chevrolet,Equinox,2010.0,,8.0,23.0,,0
34433,Berton,mac,Referral,2016-01-15,2016-02-26,,,,,,42.0,,,0
34434,Berton,android web,Paid,2016-01-28,2016-02-17,,,,,,20.0,,,0
34435,Strark,android web,Paid,2016-01-15,2016-01-21,,,,,,6.0,,,0
34436,Strark,android web,Paid,2016-01-25,2016-02-18,,,,,,24.0,,,0
34437,Strark,android web,Paid,2016-01-02,2016-02-11,,,,,,40.0,,,0
34438,Strark,android web,Referral,2016-01-12,,,,,,,,,,0
34439,Berton,windows,Paid,2016-01-20,2016-01-20,2016-01-20,Volkswagen,Jetta,2014.0,2016-01-21,0.0,0.0,1.0,1
34440,Strark,ios web,Paid,2016-01-23,2016-02-08,,,,,,16.0,,,0
34441,Wrouver,windows,Paid,2016-01-02,2016-01-23,,,,,,21.0,,,0
34442,Strark,,Referral,2016-01-10,2016-01-20,,,,,,10.0,,,0
34443,Berton,ios web,Paid,2016-01-20,,,,,,,,,,0
34444,Berton,ios web,Referral,2016-01-05,2016-02-18,,,,,,44.0,,,0
34445,Strark,windows,Paid,2016-01-21,2016-02-03,,,,,,13.0,,,0
34446,Berton,ios web,Organic,2016-01-05,2016-01-07,,,,,,2.0,,,0
34447,Strark,android web,Paid,2016-01-06,2016-02-06,,,,,,31.0,,,0
34448,Strark,ios web,Paid,2016-01-30,2016-02-11,2016-02-12,Nissan,Sentra,2015.0,,12.0,13.0,,0
34449,Berton,ios web,Referral,2016-01-09,2016-02-08,,,,,,30.0,,,0
34450,Strark,mac,Paid,2016-01-15,2016-02-03,,,,,,19.0,,,0
34451,Strark,ios web,Organic,2016-01-27,2016-01-28,2016-02-03,Hyundai,Elantra,2015.0,2016-02-07,1.0,7.0,11.0,1
34452,Strark,ios web,Paid,2016-01-22,2016-01-22,,,,,,0.0,,,0
34453,Strark,ios web,Paid,2016-01-05,2016-01-07,,,,,,2.0,,,0
34454,Berton,other,Organic,2016-01-08,2016-01-31,2016-02-21,Toyota,Prius,2010.0,,23.0,44.0,,0
34455,Strark,ios web,Referral,2016-01-15,2016-01-24,,,,,,9.0,,,0
34456,Wrouver,android web,Organic,2016-01-26,2016-02-24,,,,,,29.0,,,0
34457,Strark,,Organic,2016-01-30,2016-02-24,,,,,,25.0,,,0
34458,Wrouver,windows,Paid,2016-01-07,2016-01-07,,,,,,0.0,,,0
34459,Strark,ios web,Paid,2016-01-12,2016-01-20,2016-01-21,Toyota,Matrix,2003.0,,8.0,9.0,,0
34460,Berton,other,Paid,2016-01-14,2016-01-18,,,,,,4.0,,,0
34461,Berton,mac,Organic,2016-01-28,2016-01-29,,,,,,1.0,,,0
34462,Berton,windows,Organic,2016-01-14,2016-01-28,,,,,,14.0,,,0
34463,Strark,android web,Paid,2016-01-14,2016-01-14,2016-01-18,Mercedes-Benz,C-Class,2001.0,,0.0,4.0,,0
34464,Strark,ios web,Organic,2016-01-06,,,,,,,,,,0
34465,Berton,mac,Paid,2016-01-24,2016-02-05,2016-02-08,Honda,Accord,2007.0,,12.0,15.0,,0
34466,Strark,android web,Referral,2016-01-11,2016-01-15,,,,,,4.0,,,0
34467,Strark,ios web,Referral,2016-01-12,2016-01-21,,,,,,9.0,,,0
34468,Strark,ios web,Referral,2016-01-14,2016-01-26,2016-01-27,Infiniti,G Sedan,2011.0,2016-02-06,12.0,13.0,23.0,1
34469,Strark,windows,Organic,2016-01-04,2016-01-04,2016-01-05,Honda,Accord,2014.0,2016-01-07,0.0,1.0,3.0,1
34470,Berton,windows,Referral,2016-01-13,2016-01-19,2016-01-26,Toyota,Highlander,2009.0,2016-01-30,6.0,13.0,17.0,1
34471,Strark,android web,Referral,2016-01-30,,,,,,,,,,0
34472,Strark,mac,Paid,2016-01-17,2016-01-24,2016-01-27,Volkswagen,Jetta,2012.0,,7.0,10.0,,0
34473,Berton,ios web,Paid,2016-01-08,2016-02-01,2016-02-29,Chrysler,200,2016.0,,24.0,52.0,,0
34474,Strark,windows,Paid,2016-01-06,2016-02-10,,,,,,35.0,,,0
34475,Strark,android web,Organic,2016-01-15,2016-01-23,,,,,,8.0,,,0
34476,Strark,android web,Paid,2016-01-10,2016-01-18,2016-01-27,Subaru,Impreza,2012.0,,8.0,17.0,,0
34477,Berton,ios web,Paid,2016-01-13,2016-01-29,2016-02-05,Toyota,Prius V,2014.0,,16.0,23.0,,0
34478,Strark,windows,Organic,2016-01-11,2016-01-16,,,,,,5.0,,,0
34479,Strark,ios web,Referral,2016-01-24,2016-02-09,,,,,,16.0,,,0
34480,Berton,android web,Paid,2016-01-02,,,,,,,,,,0
34481,Strark,ios web,Referral,2016-01-21,2016-01-27,2016-02-10,Nissan,Juke,2013.0,,6.0,20.0,,0
34482,Strark,,Organic,2016-01-25,2016-01-25,2016-01-25,Audi,A4,2007.0,2016-02-01,0.0,0.0,7.0,1
34483,Strark,ios web,Referral,2016-01-12,2016-01-12,2016-01-13,Toyota,Corolla,2015.0,2016-01-13,0.0,1.0,1.0,1
34484,Strark,android web,Organic,2016-01-24,2016-01-24,,,,,,0.0,,,0
34485,Berton,android web,Organic,2016-01-14,2016-01-14,,,,,,0.0,,,0
34486,Strark,android web,Referral,2016-01-05,2016-01-08,2016-01-08,Nissan,Altima,2015.0,,3.0,3.0,,0
34487,Strark,,Referral,2016-01-09,,,,,,,,,,0
34488,Berton,,Referral,2016-01-01,,,,,,,,,,0
34489,Berton,ios web,Paid,2016-01-17,,,,,,,,,,0
34490,Strark,android web,Paid,2016-01-13,2016-01-24,,,,,,11.0,,,0
34491,Wrouver,ios web,Paid,2016-01-18,2016-01-20,,,,,,2.0,,,0
34492,Berton,,Organic,2016-01-30,,,,,,,,,,0
34493,Berton,mac,Organic,2016-01-14,,,,,,,,,,0
34494,Berton,ios web,Organic,2016-01-01,2016-01-18,,,,,,17.0,,,0
34495,Strark,android web,Paid,2016-01-02,2016-01-02,,,,,,0.0,,,0
34496,Wrouver,ios web,Referral,2016-01-15,2016-01-16,,,,,,1.0,,,0
34497,Strark,android web,Paid,2016-01-22,,,,,,,,,,0
34498,Strark,,Referral,2016-01-01,,,,,,,,,,0
34499,Strark,android web,Referral,2016-01-07,2016-01-20,,,,,,13.0,,,0
34500,Berton,ios web,Referral,2016-01-07,,,,,,,,,,0
34501,Strark,android web,Organic,2016-01-05,2016-01-23,,,,,,18.0,,,0
34502,Strark,other,Organic,2016-01-02,,,,,,,,,,0
34503,Strark,ios web,Organic,2016-01-28,2016-02-12,,,,,,15.0,,,0
34504,Strark,android web,Paid,2016-01-28,2016-02-04,,,,,,7.0,,,0
34505,Berton,windows,Organic,2016-01-21,2016-01-26,,,,,,5.0,,,0
34506,Strark,other,Referral,2016-01-20,2016-01-20,2016-01-20,Acura,MDX,2005.0,2016-01-27,0.0,0.0,7.0,1
34507,Berton,ios web,Paid,2016-01-10,2016-01-14,,,,,,4.0,,,0
34508,Berton,windows,Referral,2016-01-07,2016-01-08,2016-01-08,Honda,Civic,2013.0,2016-01-20,1.0,1.0,13.0,1
34509,Strark,,Referral,2016-01-05,2016-01-09,,,,,,4.0,,,0
34510,Strark,ios web,Referral,2016-01-19,2016-01-23,2016-02-04,Hyundai,Sonata,2013.0,2016-02-05,4.0,16.0,17.0,1
34511,Wrouver,ios web,Paid,2016-01-24,2016-02-03,,,,,,10.0,,,0
34512,Berton,android web,Paid,2016-01-23,2016-02-13,2016-02-27,Nissan,Altima,2010.0,,21.0,35.0,,0
34513,Strark,,Referral,2016-01-03,,,,,,,,,,0
34514,Wrouver,windows,Referral,2016-01-30,2016-01-30,2016-02-02,Honda,Accord,2006.0,2016-02-05,0.0,3.0,6.0,1
34515,Berton,other,Organic,2016-01-29,2016-02-17,,,,,,19.0,,,0
34516,Wrouver,android web,Paid,2016-01-13,2016-01-20,,,,,,7.0,,,0
34517,Strark,android web,Organic,2016-01-13,,,,,,,,,,0
34518,Berton,ios web,Organic,2016-01-03,2016-01-05,,,,,,2.0,,,0
34519,Berton,android web,Paid,2016-01-03,,,,,,,,,,0
34520,Strark,ios web,Referral,2016-01-11,2016-01-25,,,,,,14.0,,,0
34521,Strark,ios web,Paid,2016-01-24,,,,,,,,,,0
34522,Strark,ios web,Paid,2016-01-03,,,,,,,,,,0
34523,Strark,android web,Paid,2016-01-04,,,,,,,,,,0
34524,Strark,android web,Paid,2016-01-29,2016-01-29,,,,,,0.0,,,0
34525,Strark,mac,Organic,2016-01-06,2016-01-27,,,,,,21.0,,,0
34526,Berton,ios web,Paid,2016-01-10,,,,,,,,,,0
34527,Strark,mac,Paid,2016-01-26,2016-01-30,2016-02-21,Kia,Optima,2015.0,,4.0,26.0,,0
34528,Wrouver,ios web,Referral,2016-01-18,2016-01-19,2016-01-20,Toyota,Camry,2014.0,2016-02-02,1.0,2.0,15.0,1
34529,Berton,,Referral,2016-01-06,2016-01-15,,,,,,9.0,,,0
34530,Strark,,Referral,2016-01-06,2016-02-11,,,,,,36.0,,,0
34531,Strark,windows,Paid,2016-01-14,2016-01-18,2016-01-21,Audi,A4,2014.0,2016-01-27,4.0,7.0,13.0,1
34532,Strark,android web,Paid,2016-01-23,,,,,,,,,,0
34533,Berton,android web,Paid,2016-01-04,,,,,,,,,,0
34534,Berton,ios web,Organic,2016-01-19,2016-01-22,2016-02-23,Honda,Civic,2007.0,,3.0,35.0,,0
34535,Strark,ios web,Referral,2016-01-19,2016-01-20,,,,,,1.0,,,0
34536,Strark,windows,Paid,2016-01-28,2016-02-02,2016-02-10,Scion,xB,2014.0,2016-02-14,5.0,13.0,17.0,1
34537,Strark,ios web,Referral,2016-01-11,2016-01-11,2016-01-11,Honda,Civic,2012.0,2016-01-12,0.0,0.0,1.0,1
34538,Berton,android web,Paid,2016-01-13,2016-01-27,,,,,,14.0,,,0
34539,Strark,ios web,Referral,2016-01-12,2016-02-12,2016-02-17,Toyota,Corolla,2015.0,,31.0,36.0,,0
34540,Berton,mac,Referral,2016-01-30,2016-02-11,,,,,,12.0,,,0
34541,Strark,ios web,Referral,2016-01-15,2016-02-09,,,,,,25.0,,,0
34542,Strark,windows,Paid,2016-01-08,,,,,,,,,,0
34543,Strark,ios web,Referral,2016-01-08,,,,,,,,,,0
34544,Strark,ios web,Organic,2016-01-22,2016-01-25,2016-01-30,Honda,Accord,2003.0,,3.0,8.0,,0
34545,Strark,ios web,Paid,2016-01-24,,,,,,,,,,0
34546,Berton,windows,Organic,2016-01-27,2016-01-31,2016-02-01,Honda,CR-V,2014.0,,4.0,5.0,,0
34547,Strark,ios web,Organic,2016-01-06,2016-01-21,,,,,,15.0,,,0
34548,Berton,ios web,Paid,2016-01-17,2016-01-26,2016-02-01,Hyundai,Tucson,2007.0,,9.0,15.0,,0
34549,Berton,ios web,Paid,2016-01-02,,,,,,,,,,0
34550,Strark,ios web,Paid,2016-01-10,,,,,,,,,,0
34551,Wrouver,ios web,Organic,2016-01-06,2016-01-20,,,,,,14.0,,,0
34552,Strark,other,Paid,2016-01-26,,,,,,,,,,0
34553,Berton,ios web,Organic,2016-01-01,2016-01-03,2016-01-05,Acura,TSX,2013.0,2016-01-06,2.0,4.0,5.0,1
34554,Berton,,Referral,2016-01-21,2016-02-02,,,,,,12.0,,,0
34555,Berton,ios web,Paid,2016-01-01,,2016-02-24,Honda,Civic,2012.0,,,54.0,,0
34556,Berton,android web,Referral,2016-01-01,2016-01-19,,,,,,18.0,,,0
34557,Strark,android web,Organic,2016-01-19,2016-01-28,2016-01-30,Toyota,Avalon,2007.0,,9.0,11.0,,0
34558,Berton,android web,Paid,2016-01-08,2016-01-15,,,,,,7.0,,,0
34559,Berton,android web,Organic,2016-01-28,2016-01-28,2016-01-29,Ford,Fusion,2014.0,2016-02-02,0.0,1.0,5.0,1
34560,Strark,windows,Paid,2016-01-07,2016-01-28,,,,,,21.0,,,0
34561,Strark,,Referral,2016-01-04,,,,,,,,,,0
34562,Berton,android web,Referral,2016-01-21,2016-02-03,2016-02-11,Honda,Civic,2008.0,,13.0,21.0,,0
